,velocity,steering
0,4.0,1.0221097772539074
1,4.0,0.725942048882222
2,4.0,0.5251463567159143
3,4.0,0.33922955259906806
4,4.0,0.19513054390890613
5,4.0,0.15430524381807179
6,4.0,0.21501585723667013
7,4.0,0.2807830944943916
8,4.0,0.35818752284365274
9,4.0,0.4408181632501558
10,4.0,0.5288042372764615
11,4.0,0.6221844359949589
12,3.9794433480924516,0.7189490597617464
13,3.6113264739330733,0.8159114944333248
14,3.2474839943877383,0.9181224760175866
15,2.9319852973001423,1.0407398481729788
16,2.63544582606857,1.193534310849074
17,2.3555601507792425,1.3889572513903337
18,2.13486979968349,1.686631535904103
19,1.8592366411400432,2.0858971679936107
20,1.6359756032597745,2.559244876709617
21,1.4369318903486759,3.168138344917802
22,1.2489228822463874,3.9668850751078475
23,1.2489228822463874,4.831288603327842
24,1.2489228822463874,6.3755589449132195
25,1.2489228822463874,8.24589113854823
26,1.2,10.714023369910999
27,1.2,14.246364017413946
28,1.2,10.156209456972462
29,1.2,10.778937288731571
30,1.2,12.444753782645291
31,1.2,15.46006624004475
32,1.2633320720920078,13.048135372862943
33,1.2633320720920078,11.961655968241038
34,1.2633320720920078,11.114671673173376
35,1.2633320720920078,11.563373682452898
36,1.2633320720920078,13.916648820211538
37,1.4467960521060501,10.566740909801446
38,1.5303971246684633,9.43292551115394
39,1.7062220923442168,7.5768100248608565
40,1.9009089424671417,6.098016351549293
41,2.1719806609710086,4.667233041222658
42,2.483039785976471,3.5694771279589554
43,2.9242291639569027,2.5728481225361737
44,3.613343034793125,1.6847489430329918
45,4.0,0.8219050506469741
46,3.754709588823587,-0.7711417035042784
47,3.4773705533112933,-0.8715351650899721
48,3.1179637418835346,-0.9830395634320381
49,2.746709585476297,-1.1376768211844652
50,2.746709585476297,-1.323433415155087
51,2.746709585476297,-1.560242010267746
52,2.746709585476297,-1.8191228004299977
53,2.746709585476297,-2.2628813536469843
54,2.746709585476297,-2.916440123749191
55,3.061536161922143,-2.3471112785681743
56,3.3565784331394495,-1.9524568776133315
57,3.7246332306294505,-1.5855480172288938
58,4.0,-1.3411922322001015
59,4.0,-1.0976632553851189
60,3.43648568816612,-0.8680348064066459
61,2.9320170995164547,-0.6387769061440823
62,2.5427364649274806,0.4472878630963595
63,2.228830990616157,0.7906667826088243
64,1.9701779530419476,1.283788833750047
65,1.9701779530419476,1.8626807172432904
66,1.9701779530419476,2.559189322199034
67,1.9701779530419476,3.403641060063944
68,1.9701779530419476,4.431694810167722
69,1.9701779530419476,5.675321879182675
70,2.1736808064738846,4.6599187921945475
71,2.246970067258752,4.360293258220263
72,2.2661617286072264,4.243145769742436
73,2.0996237954336845,4.135400105183125
74,1.9543392813810503,4.064331521565435
75,1.7783966062697676,4.089767368350074
76,1.5962269544753223,4.1682493324966226
77,1.4021351693172521,4.286614407130022
78,1.3061873067947745,4.99526280180861
79,1.3061873067947745,5.7679951067546
80,1.3061873067947745,6.9711720245712625
81,1.3061873067947745,8.664796834152808
82,1.3061873067947745,11.259264024190427
83,1.3061873067947745,13.002114301701273
84,1.3474195446444417,12.206054828340013
85,1.479052524949305,10.105970186377352
86,1.6140963689748355,8.472586395269222
87,1.7611783949935484,7.108846345931417
88,1.8920775098037435,6.155294717398859
89,2.046504861408519,5.258662949070706
90,2.2403418261803445,4.386182462645311
91,2.4337446609270748,3.715741025413849
92,2.671410823309686,3.0833247520028984
93,2.8166495454334357,2.773287922422107
94,2.8928116872453247,2.601258008776155
95,2.809709002505278,2.4463471566800052
96,2.6971605842438695,2.407725849720552
97,2.466941620927937,2.3891288618808484
98,2.25681006878085,2.4923082841733684
99,2.049740945582356,2.6290756426779387
100,1.8491596754856139,2.7870167988626355
101,1.651469412200903,3.024677830964784
102,1.4502339194195373,3.6162765277142253
103,1.4502339194195373,4.3222807433868
104,1.4502339194195373,5.242025019963621
105,1.4502339194195373,6.445529089683203
106,1.4502339194195373,8.090851907054942
107,1.4502339194195373,10.516131116160324
108,1.675757110308663,7.856528293432404
109,1.8377911586320923,6.5258649451294986
110,2.0036433415650388,5.486736833836607
111,2.1999306089760973,4.549141249256235
112,2.394358340790399,3.8391734439768515
113,2.6149414939006324,3.218069385438133
114,2.870198509329601,2.6706956773455897
115,3.189725860321182,2.162157656076054
116,3.5745129394406714,1.7215617212411887
117,4.0,1.3623891900563294
